Job Title,Status,Gender,Total Pay Bin,
Police Officer 2,FT,male,140+,
Police Officer 3,FT,male,140+,
Transit Operator,FT,male,140+,
Transit Operator,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Registered Nurse,PT,female,140+,
Firefighter,FT,male,140+,
Registered Nurse,FT,male,140+,
Police Officer 3,FT,male,140+,
Engineer,FT,male,140+,
Registered Nurse,FT,male,120-139,
Firefighter,FT,male,120-139,
Deputy Sheriff (SFERS),FT,male,140+,
Firefighter,FT,male,120-139,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,male,140+,
Nurse Practitioner,PT,female,140+,
Stationary Engineer,PT,male,140+,
Engineer,FT,female,140+,
Transit Operator,FT,male,140+,
Transit Supervisor,FT,male,140+,
Deputy Sheriff (SFERS),FT,female,140+,
Manager II,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Registered Nurse,FT,female,140+,
Truck Driver,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Electrical Transit System Mech,FT,male,140+,
Police Officer 2,FT,female,140+,
Police Officer 3,FT,female,120-139,
Automotive Mechanic,FT,male,140+,
Manager II,FT,female,140+,
Registered Nurse,PT,male,140+,
EMT/Paramedic/Firefighter,FT,female,140+,
Registered Nurse,FT,female,120-139,
Manager IV,PT,female,140+,
EMT/Paramedic/Firefighter,FT,male,120-139,
Registered Nurse,FT,female,140+,
Police Officer 2,FT,male,140+,
Pr Administrative Analyst,FT,male,140+,
Engineer,FT,male,140+,
Stationary Engineer,FT,male,140+,
Assoc Engineer,FT,male,140+,
IS Business Analyst-Principal,FT,female,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,FT,male,140+,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,female,140+,
Registered Nurse,FT,female,120-139,
Manager II,FT,female,140+,
Manager II,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Electrical Transit System Mech,FT,male,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,FT,female,120-139,
EMT/Paramedic/Firefighter,FT,male,120-139,
Electrical Transit System Mech,FT,male,140+,
Manager III,FT,female,140+,
Police Officer 3,FT,male,140+,
Manager III,FT,male,140+,
Police Officer 3,FT,male,140+,
Electrical Transit System Mech,FT,male,140+,
Manager II,FT,female,140+,
Manager II,FT,female,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,PT,male,140+,
Registered Nurse,FT,female,120-139,
Firefighter,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Firefighter,FT,female,140+,
Police Officer 2,FT,male,140+,
Deputy Sheriff,PT,female,120-139,
Registered Nurse,PT,female,140+,
Manager II,FT,female,140+,
Police Officer 2,FT,female,140+,
EMT/Paramedic/Firefighter,FT,male,120-139,
Deputy Sheriff,FT,male,120-139,
Deputy Sheriff,FT,female,120-139,
Manager II,FT,male,140+,
Registered Nurse,FT,female,120-139,
EMT/Paramedic/Firefighter,FT,male,140+,
Police Officer 2,FT,male,140+,
Police Officer 3,FT,male,140+,
Manager II,FT,female,140+,
Firefighter,FT,male,120-139,
Police Officer,FT,male,140+,
Firefighter,FT,male,120-139,
Police Officer 3,FT,male,140+,
Firefighter,FT,male,140+,
Registered Nurse,FT,male,140+,
Manager II,FT,female,140+,
Police Officer 3,FT,male,140+,
Manager I,FT,female,140+,
Police Officer 3,FT,male,140+,
Police Officer 2,FT,male,140+,
Police Officer 3,FT,male,140+,
Electronic Maintenance Tech,FT,male,120-139,
Police Officer 3,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Manager II,FT,male,140+,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,male,140+,
Firefighter,FT,male,120-139,
EMT/Paramedic/Firefighter,FT,male,140+,
Police Officer 3,FT,male,140+,
Manager III,FT,female,140+,
Manager II,FT,female,140+,
Transit Operator,FT,female,140+,
Deputy Sheriff,FT,male,120-139,
Transit Operator,FT,male,140+,
Registered Nurse,FT,female,140+,
Assoc Engineer,FT,male,140+,
Public SafetyComm Disp,FT,female,140+,
Police Officer 2,FT,male,140+,
EMT/Paramedic/Firefighter,FT,male,140+,
Electronic Maintenance Tech,FT,male,120-139,
Transit Supervisor,FT,male,140+,
Manager II,FT,female,140+,
Firefighter,FT,male,140+,
Registered Nurse,PT,female,140+,
Police Officer 3,FT,male,140+,
Electronic Maintenance Tech,FT,male,120-139,
Deputy Sheriff,FT,male,120-139,
Automotive Mechanic,FT,male,140+,
Registered Nurse,FT,male,140+,
Pr Administrative Analyst,FT,female,140+,
Registered Nurse,PT,female,140+,
Nurse Practitioner,PT,female,140+,
Manager IV,FT,male,140+,
Attorney (Civil/Criminal),FT,female,120-139,
Attorney (Civil/Criminal),FT,female,140+,
EMT/Paramedic/Firefighter,FT,male,140+,
Manager II,FT,male,140+,
Registered Nurse,PT,female,140+,
Deputy Sheriff,FT,male,120-139,
EMT/Paramedic/Firefighter,FT,male,120-139,
Manager II,FT,male,140+,
Police Officer 2,FT,female,140+,
Attorney (Civil/Criminal),FT,female,120-139,
Firefighter,FT,male,140+,
Registered Nurse,FT,male,140+,
Electronic Maintenance Tech,FT,male,140+,
Senior Physician Specialist,PT,male,140+,
Police Officer 3,FT,male,140+,
Electronic Maintenance Tech,FT,male,140+,
Police Officer,FT,male,140+,
IS Engineer-Senior,FT,male,140+,
Pr Administrative Analyst,FT,female,140+,
Special Nurse,PT,male,140+,
Manager II,FT,female,140+,
Manager II,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
IS Business Analyst-Principal,FT,female,140+,
Firefighter,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Registered Nurse,FT,female,140+,
Registered Nurse,FT,female,140+,
Deputy Sheriff,FT,female,120-139,
Deputy Sheriff (SFERS),FT,male,140+,
Electrical Transit System Mech,FT,male,140+,
Manager II,FT,female,140+,
Electrical Transit System Mech,FT,male,140+,
Engineer,FT,male,140+,
Special Nurse,PT,female,140+,
Transit Operator,FT,male,140+,
Police Officer 2,FT,male,140+,
Police Officer 3,FT,male,120-139,
Manager II,FT,male,140+,
EMT/Paramedic/Firefighter,FT,female,140+,
Police Officer 3,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Attorney (Civil/Criminal),FT,male,120-139,
Electronic Maintenance Tech,FT,male,120-139,
Firefighter,FT,male,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,FT,female,140+,
Pr Administrative Analyst,FT,male,140+,
Registered Nurse,FT,male,140+,
Manager II,FT,male,140+,
Registered Nurse,FT,male,140+,
Firefighter,FT,male,140+,
Registered Nurse,FT,male,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,FT,male,140+,
Registered Nurse,PT,female,140+,
Manager IV,FT,female,140+,
Police Officer 2,FT,male,140+,
Attorney (Civil/Criminal),FT,female,120-139,
Electrical Transit System Mech,FT,male,140+,
Firefighter,FT,male,120-139,
Electrical Transit System Mech,FT,male,140+,
Deputy Sheriff,FT,female,120-139,
Police Officer 2,FT,male,140+,
Assoc Engineer,FT,female,140+,
Police Officer 3,FT,female,140+,
Transit Supervisor,FT,male,140+,
Sergeant 3,PT,male,140+,
Special Nurse,PT,male,140+,
Police Officer 3,FT,male,140+,
Police Officer 2,FT,female,140+,
Deputy Sheriff (SFERS),FT,female,140+,
Stationary Engineer,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Electronic Maintenance Tech,FT,male,140+,
Firefighter,FT,male,140+,
Police Officer 2,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Registered Nurse,FT,female,140+,
Firefighter,FT,male,140+,
Manager II,FT,female,140+,
Registered Nurse,FT,male,140+,
Police Officer 3,FT,male,140+,
Police Officer,FT,male,140+,
Electronic Maintenance Tech,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
EMT/Paramedic/Firefighter,FT,male,140+,
Registered Nurse,FT,female,140+,
Transit Supervisor,FT,male,140+,
Special Nurse,PT,female,140+,
Police Officer 3,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Manager II,FT,male,140+,
Engineer,FT,female,140+,
Police Officer 3,FT,male,140+,
Special Nurse,PT,female,140+,
IS Engineer-Senior,FT,male,140+,
Public SafetyComm Disp,FT,male,140+,
Registered Nurse,FT,female,140+,
Deputy Sheriff,FT,male,120-139,
Police Officer 3,FT,male,140+,
Manager II,FT,male,140+,
Firefighter,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Attorney (Civil/Criminal),FT,male,140+,
Engineer,FT,male,140+,
Nurse Practitioner,PT,female,140+,
Deputy Sheriff,FT,male,120-139,
Engineer,FT,male,140+,
Manager III,FT,female,140+,
Engineer,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
IS Business Analyst-Principal,FT,male,140+,
Manager III,FT,female,140+,
Police Officer 2,FT,female,140+,
IS Business Analyst-Principal,FT,male,140+,
Transit Supervisor,FT,female,140+,
Registered Nurse,PT,female,140+,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,FT,female,140+,
Deputy Sheriff,FT,male,120-139,
EMT/Paramedic/Firefighter,FT,male,140+,
Assoc Engineer,FT,female,140+,
Police Officer 3,FT,male,140+,
Engineer,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Transit Car Cleaner,FT,male,140+,
Firefighter,FT,male,140+,
Registered Nurse,FT,female,140+,
Registered Nurse,FT,female,140+,
EMT/Paramedic/Firefighter,FT,male,140+,
Police Officer 3,FT,male,140+,
Transit Operator,FT,male,140+,
Registered Nurse,FT,female,140+,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,FT,male,140+,
Police Officer 2,FT,male,140+,
Registered Nurse,FT,female,140+,
Registered Nurse,FT,female,140+,
Firefighter,FT,male,140+,
Sergeant 3,PT,male,140+,
Police Officer 2,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Police Officer 3,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Firefighter,FT,male,140+,
Police Officer 3,FT,male,140+,
Firefighter,FT,male,140+,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,female,140+,
Electrical Transit System Mech,FT,male,140+,
Manager III,FT,male,140+,
Firefighter,FT,female,140+,
Police Officer 3,FT,female,140+,
Police Officer,FT,male,140+,
Deputy Sheriff (SFERS),FT,female,140+,
Transit Operator,FT,male,140+,
Firefighter,FT,male,140+,
Firefighter,FT,male,140+,
Police Officer,FT,male,140+,
Engineer,FT,male,140+,
Transit Operator,FT,male,140+,
Manager III,FT,male,140+,
Police Officer 3,FT,male,140+,
Firefighter,FT,male,140+,
Manager I,FT,female,140+,
Electronic Maintenance Tech,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Firefighter,FT,male,140+,
Stationary Engineer,FT,male,140+,
Police Officer 3,FT,male,140+,
Manager II,FT,male,140+,
Registered Nurse,FT,male,140+,
Registered Nurse,FT,female,140+,
Registered Nurse,PT,female,140+,
Firefighter,FT,female,140+,
Attorney (Civil/Criminal),FT,female,140+,
Registered Nurse,FT,female,140+,
Assoc Engineer,FT,female,140+,
Nursing Assistant,FT,female,140+,
Transit Operator,FT,male,140+,
Manager III,FT,male,140+,
Nursing Assistant,FT,female,140+,
Electronic Maintenance Tech,FT,male,140+,
Police Officer 3,FT,male,140+,
Manager II,FT,male,140+,
Firefighter,FT,male,140+,
Firefighter,FT,female,140+,
Registered Nurse,FT,female,140+,
Firefighter,FT,male,140+,
Attorney (Civil/Criminal),FT,female,140+,
Manager I,FT,male,140+,
Firefighter,FT,male,140+,
Firefighter,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Registered Nurse,PT,female,140+,
Registered Nurse,PT,male,140+,
Firefighter,FT,male,140+,
Stationary Eng Sewage Plant,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Registered Nurse,FT,male,140+,
Firefighter,FT,male,140+,
EMT/Paramedic/Firefighter,FT,male,140+,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,FT,female,140+,
Police Officer 3,FT,male,140+,
Firefighter,FT,male,140+,
Registered Nurse,FT,female,140+,
Deputy Sheriff,FT,male,120-139,
Manager III,FT,female,140+,
Registered Nurse,PT,female,140+,
Engineer,FT,male,140+,
Manager III,FT,male,140+,
Manager III,FT,female,140+,
Deputy Sheriff,FT,female,120-139,
Deputy Sheriff (SFERS),FT,male,140+,
Police Officer 3,FT,female,140+,
Police Officer 3,FT,male,140+,
Manager II,FT,male,140+,
Police Officer 3,FT,male,140+,
Sergeant 3,FT,male,140+,
Firefighter,FT,male,140+,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Manager IV,FT,female,140+,
Public SafetyComm Disp,FT,male,140+,
Firefighter,FT,male,140+,
Police Officer 3,FT,male,140+,
Manager II,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Manager II,FT,female,140+,
Firefighter,FT,male,140+,
Special Nurse,PT,male,140+,
Assoc Engineer,FT,male,140+,
IS Business Analyst-Principal,FT,male,140+,
Registered Nurse,FT,female,140+,
Registered Nurse,FT,female,140+,
Police Officer 2,FT,male,140+,
Electronic Maintenance Tech,FT,male,140+,
Registered Nurse,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Registered Nurse,FT,female,140+,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,FT,male,140+,
Manager II,FT,male,140+,
Police Officer 2,FT,male,140+,
Police Officer 2,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Police Officer 3,FT,male,140+,
Attorney (Civil/Criminal),FT,female,140+,
Firefighter,FT,female,140+,
EMT/Paramedic/Firefighter,FT,male,140+,
Firefighter,FT,female,140+,
Electrician,FT,male,140+,
Registered Nurse,FT,female,140+,
Electronic Maintenance Tech,FT,male,140+,
Firefighter,FT,male,140+,
Manager III,FT,female,140+,
Manager II,FT,male,140+,
Automotive Mechanic,FT,male,140+,
Police Officer 3,FT,male,140+,
Firefighter,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,female,140+,
Electronic Maintenance Tech,FT,male,140+,
Police Officer 3,FT,female,140+,
Transit Car Cleaner,FT,male,140+,
Police Officer 3,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Deputy Sheriff,FT,male,120-139,
Registered Nurse,FT,male,140+,
Registered Nurse,FT,female,140+,
Nurse Practitioner,PT,female,140+,
Manager I,FT,female,140+,
Registered Nurse,FT,female,140+,
Manager III,FT,male,140+,
Engineer,FT,male,140+,
Police Officer 3,FT,male,140+,
Police Officer 2,FT,male,140+,
Engineer,FT,male,140+,
Police Officer,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Police Officer 2,FT,male,140+,
Firefighter,FT,male,140+,
Attorney (Civil/Criminal),FT,male,140+,
Police Officer 3,FT,male,140+,
Attorney (Civil/Criminal),FT,female,140+,
Electronic Maintenance Tech,FT,male,140+,
Attorney (Civil/Criminal),FT,female,140+,
Police Officer 2,FT,male,140+,
Transit Car Cleaner,FT,male,140+,
EMT/Paramedic/Firefighter,FT,female,140+,
Police Officer 2,FT,male,140+,
Registered Nurse,FT,male,140+,
Electronic Maintenance Tech,FT,female,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Firefighter,FT,male,140+,
Stationary Eng Sewage Plant,FT,male,140+,
IS Engineer-Senior,FT,male,140+,
Manager II,FT,male,140+,
Manager II,FT,female,140+,
Manager II,FT,female,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,FT,female,140+,
Senior Physician Specialist,PT,female,140+,
Transit Operator,FT,male,140+,
Registered Nurse,FT,female,140+,
Police Officer 2,FT,male,140+,
Transit Operator,FT,male,140+,
Manager IV,FT,female,140+,
Transit Supervisor,FT,male,140+,
Transit Operator,FT,male,140+,
Registered Nurse,FT,male,140+,
Police Officer 3,FT,male,140+,
Transit Supervisor,FT,male,140+,
IS Business Analyst-Principal,PT,male,140+,
Firefighter,FT,male,140+,
Assistant Engineer,FT,female,140+,
Registered Nurse,PT,female,140+,
Police Officer 3,FT,female,140+,
EMT/Paramedic/Firefighter,FT,male,140+,
Police Officer 3,FT,female,140+,
Police Officer 2,FT,male,140+,
Police Officer 3,FT,male,140+,
Manager III,FT,female,140+,
Registered Nurse,FT,female,140+,
Transit Operator,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Police Officer 3,FT,male,140+,
Firefighter,FT,male,140+,
Public SafetyComm Disp,FT,female,140+,
Manager II,FT,male,140+,
Firefighter,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Registered Nurse,FT,male,140+,
Registered Nurse,FT,female,140+,
Attorney (Civil/Criminal),FT,female,140+,
Registered Nurse,FT,female,140+,
Transit Supervisor,FT,male,140+,
Police Officer 2,FT,female,140+,
Police Officer 3,FT,male,140+,
Police Officer 3,FT,male,140+,
Police Officer 2,FT,female,140+,
Police Officer 3,FT,female,140+,
Registered Nurse,FT,female,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Registered Nurse,FT,male,140+,
Sergeant 3,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Manager II,FT,male,140+,
Manager II,FT,female,140+,
Police Officer 2,FT,male,140+,
Registered Nurse,FT,male,140+,
Firefighter,FT,female,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,FT,female,140+,
Registered Nurse,FT,female,140+,
Transit Supervisor,FT,male,140+,
Police Officer 2,FT,male,140+,
Firefighter,FT,male,140+,
EMT/Paramedic/Firefighter,FT,male,140+,
Registered Nurse,FT,female,140+,
Registered Nurse,FT,female,140+,
EMT/Paramedic/Firefighter,FT,male,140+,
General Laborer,FT,male,140+,
Firefighter,FT,male,140+,
Registered Nurse,FT,male,140+,
Assoc Engineer,FT,female,140+,
Manager III,FT,male,140+,
Police Officer 3,FT,male,140+,
Police Officer 2,FT,male,140+,
Manager II,FT,female,140+,
Transit Operator,FT,male,140+,
Registered Nurse,FT,female,140+,
Police Officer 2,FT,male,140+,
Firefighter,FT,male,140+,
Registered Nurse,PT,female,140+,
Firefighter,FT,male,140+,
Automotive Mechanic,FT,male,140+,
Registered Nurse,FT,female,140+,
IS Engineer-Senior,FT,male,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,PT,female,140+,
Deputy Sheriff,FT,male,120-139,
Manager II,FT,female,140+,
Firefighter,FT,male,140+,
Police Officer 2,FT,male,140+,
Attorney (Civil/Criminal),FT,male,140+,
Registered Nurse,FT,male,140+,
Police Officer 3,FT,male,140+,
Manager III,FT,female,140+,
Manager II,FT,male,140+,
EMT/Paramedic/Firefighter,FT,male,140+,
Police Officer 3,FT,female,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,FT,female,140+,
Transit Operator,FT,male,140+,
Registered Nurse,PT,female,140+,
Police Officer 3,FT,female,140+,
Transit Car Cleaner,FT,male,140+,
IS Business Analyst-Senior,FT,male,140+,
Assoc Engineer,FT,male,140+,
Police Officer 2,FT,male,140+,
Police Officer 3,FT,male,140+,
Firefighter,FT,male,140+,
Engineer,FT,male,140+,
IS Business Analyst-Principal,FT,male,140+,
Pr Administrative Analyst,FT,male,140+,
Manager III,FT,male,140+,
Police Officer 3,FT,male,140+,
EMT/Paramedic/Firefighter,FT,male,140+,
Police Officer 2,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Registered Nurse,FT,female,140+,
Police Officer 3,FT,male,140+,
Registered Nurse,FT,female,140+,
Deputy Sheriff,FT,male,120-139,
Registered Nurse,FT,female,140+,
EMT/Paramedic/Firefighter,FT,male,140+,
Manager III,FT,male,140+,
Firefighter,FT,male,140+,
Firefighter,FT,male,140+,
Engineer,FT,male,140+,
Police Officer 2,FT,male,140+,
Registered Nurse,FT,female,140+,
Transit Operator,FT,male,140+,
Firefighter,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Registered Nurse,FT,female,140+,
EMT/Paramedic/Firefighter,FT,male,140+,
Police Officer 3,FT,male,140+,
Manager III,FT,male,140+,
Registered Nurse,FT,female,140+,
Police Officer 3,FT,male,140+,
Manager II,FT,female,140+,
Registered Nurse,FT,female,140+,
Police Officer 3,FT,male,140+,
Firefighter,FT,male,140+,
Police Officer 2,FT,male,140+,
Police Officer 3,FT,female,140+,
Registered Nurse,FT,male,140+,
Manager II,FT,female,140+,
Firefighter,FT,male,140+,
Police Officer,FT,male,140+,
Police Officer 2,FT,male,140+,
Police Officer 3,FT,male,140+,
Deputy Sheriff (SFERS),FT,male,140+,
Deputy Sheriff,FT,male,120-139,
EMT/Paramedic/Firefighter,FT,male,140+,
IS Engineer-Senior,FT,female,140+,
Registered Nurse,FT,female,140+,
Firefighter,FT,male,140+,
Police Officer 3,FT,female,140+,
Police Officer 3,FT,female,140+,
Firefighter,FT,male,140+,
Deputy Sheriff,FT,male,120-139,
Stationary Engineer,FT,male,140+,
Attorney (Civil/Criminal),FT,female,140+,
Police Officer 2,FT,male,140+,
Firefighter,FT,female,140+,
Deputy Sheriff,FT,male,120-139,
Engineer,FT,female,140+,
Police Officer 3,FT,male,140+,
Electrical Transit System Mech,FT,male,140+,
Engineer,FT,male,140+,
Police Officer,FT,male,140+,
Manager II,FT,male,140+,
Police Officer 2,FT,male,140+,
Registered Nurse,FT,female,140+,
Manager II,FT,female,140+,
Police Officer 3,FT,male,140+,
Firefighter,FT,male,140+,
Manager III,FT,male,140+,
Police Officer 3,FT,male,140+,
Sergeant 3,FT,male,140+,
Automotive Mechanic,FT,male,140+,
Police Officer 3,FT,male,140+,
Transit Operator,FT,male,140+,
Registered Nurse,FT,female,140+,
Public SafetyComm Disp,FT,female,140+,
