Job Title,Status,Gender,Annual Salary Bin,
Special Nurse,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Community Police Services Aide,P,male,<= 90K,
Pool Lifeguard,P,female,<= 90K,
Custodian,P,male,<= 90K,
Police Officer 3,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Junior Clerk,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Behavioral Health Clinician,P,female,<= 90K,
Librarian 1,P,female,<= 90K,
Pool Lifeguard,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
School Crossing Guard,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Police Officer,P,female,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Transit Operator,P,female,<= 90K,
Special Nurse,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Custodian,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Licensed Vocational Nurse,P,female,<= 90K,
Health Worker 2,P,female,<= 90K,
PS Aide to Prof,P,female,<= 90K,
Porter,P,male,<= 90K,
Transit Operator,P,female,<= 90K,
Electrician,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Transit Operator,P,female,<= 90K,
General Laborer,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Transit Operator,P,female,<= 90K,
Patient Care Assistant,P,female,<= 90K,
Police Officer,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Librarian 1,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Camp Assistant,P,male,<= 90K,
Junior Clerk,P,male,<= 90K,
Licensed Vocational Nurse,P,female,<= 90K,
Clerk,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Senior Clerk,P,male,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Publ Svc Aide-Asst to Prof,P,female,<= 90K,
Transit Operator,P,female,<= 90K,
Special Nurse,P,male,<= 90K,
Clerk,P,female,<= 90K,
Museum Guard,P,male,<= 90K,
School Crossing Guard,P,female,<= 90K,
Public Service Trainee,P,male,<= 90K,
Junior Clerk,P,male,<= 90K,
Publ Svc Aide-Asst to Prof,P,female,<= 90K,
School Crossing Guard,P,male,<= 90K,
Police Officer,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Museum Guard,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Custodian,P,male,<= 90K,
Special Nurse,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Medical Evaluations Assistant,P,female,<= 90K,
Public Service Trainee,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Health Worker 2,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Pool Lifeguard,P,female,<= 90K,
School Crossing Guard,P,male,<= 90K,
Special Nurse,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
School Crossing Guard,P,female,<= 90K,
StdntDsgn Train2/Arch/Eng/Plng,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
PS Aide to Prof,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
School Crossing Guard,P,female,<= 90K,
Public Service Trainee,P,male,<= 90K,
School Crossing Guard,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Pool Lifeguard,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Gardener,P,male,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Public Service Trainee,P,male,<= 90K,
Deputy Sheriff,P,male,<= 90K,
Pool Lifeguard,P,male,<= 90K,
PS Aide to Prof,P,male,<= 90K,
StdntDsgn Train2/Arch/Eng/Plng,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Sergeant 3,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
General Laborer,P,male,<= 90K,
Special Nurse,P,male,<= 90K,
Publ Svc Aide-Asst to Prof,P,female,<= 90K,
Clerk,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Museum Guard,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Public Service Trainee,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Manager IV,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Truck Driver,P,male,<= 90K,
Publ Svc Aide-Asst to Prof,P,female,<= 90K,
Transit Operator,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Publ Svc Aide-Asst to Prof,P,male,<= 90K,
School Crossing Guard,P,male,<= 90K,
Transit Operator,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Hospital Eligibility Worker,P,female,<= 90K,
Transit Operator,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Electrician,P,male,<= 90K,
Medical Evaluations Assistant,P,female,<= 90K,
Pool Lifeguard,P,male,<= 90K,
IS Business Analyst-Principal,P,male,<= 90K,
Transit Operator,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Publ Svc Aide-Asst to Prof,P,female,<= 90K,
Transit Operator,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Transit Operator,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Licensed Vocational Nurse,P,male,<= 90K,
Clerk,P,female,<= 90K,
PS Aide to Prof,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Publ Svc Aide-Asst to Prof,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Junior Clerk,P,male,<= 90K,
General Laborer,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Publ Svc Aide-Asst to Prof,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Librarian 1,P,male,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Publ Svc Aide-Asst to Prof,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Public Service Trainee,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Public Service Trainee,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Special Nurse,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Junior Clerk,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Special Nurse,P,male,<= 90K,
Pool Lifeguard,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Junior Clerk,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
PS Aide to Prof,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Senior Clerk,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Clerk,P,female,<= 90K,
Publ Svc Aide-Asst to Prof,P,female,<= 90K,
Publ Svc Aide-Asst to Prof,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Police Officer,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
School Crossing Guard,P,female,<= 90K,
Publ Svc Aide-Asst to Prof,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Community Police Services Aide,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Publ Svc Aide-Asst to Prof,P,female,<= 90K,
Pool Lifeguard,P,male,<= 90K,
School Crossing Guard,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Custodian,P,male,<= 90K,
Custodian,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Public Service Trainee,P,male,<= 90K,
School Crossing Guard,P,male,<= 90K,
Senior Account Clerk,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Clerk,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Pr Administrative Analyst,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Stationary Eng Sewage Plant,P,male,<= 90K,
School Crossing Guard,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Librarian 1,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
School Crossing Guard,P,male,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Special Nurse,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Special Nurse,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Medical Evaluations Assistant,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Police Officer,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Manager IV,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Transit Operator,P,female,<= 90K,
Transit Operator,P,male,<= 90K,
Police Officer,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
School Crossing Guard,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Clerk,P,male,<= 90K,
Librarian 1,P,female,<= 90K,
Registered Nurse,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Assistant Engineer,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Transit Operator,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Special Nurse,P,male,<= 90K,
School Crossing Guard,P,male,<= 90K,
School Crossing Guard,P,male,<= 90K,
School Crossing Guard,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Public Service Trainee,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Camp Assistant,P,male,<= 90K,
Transit Operator,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Special Nurse,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Custodian,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Senior Clerk,P,female,<= 90K,
Publ Svc Aide-Asst to Prof,P,female,<= 90K,
Transit Operator,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Transit Operator,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Community Police Services Aide,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Porter,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Junior Clerk,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Public Svc Aide-Public Works,P,female,<= 90K,
Librarian 1,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Public Service Trainee,P,male,<= 90K,
Transit Supervisor,P,male,<= 90K,
Electrician,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Transit Operator,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Food Service Worker,P,male,<= 90K,
School Crossing Guard,P,male,<= 90K,
Pool Lifeguard,P,male,<= 90K,
School Crossing Guard,P,male,<= 90K,
Behavioral Health Clinician,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Public Service Trainee,P,male,<= 90K,
Special Nurse,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
School Crossing Guard,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
School Crossing Guard,P,male,<= 90K,
School Crossing Guard,P,male,<= 90K,
Public Svc Aide-Public Works,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
School Crossing Guard,P,male,<= 90K,
Publ Svc Aide-Asst to Prof,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Public Service Trainee,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Clerk,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Police Officer 3,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Public Svc Aide-Public Works,P,female,<= 90K,
Transit Operator,P,male,<= 90K,
Publ Svc Aide-Asst to Prof,P,male,<= 90K,
Public Service Trainee,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Senior Physician Specialist,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
HSA Social Worker,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Pr Administrative Analyst,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Management Assistant,P,female,<= 90K,
Transit Operator,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Deputy Sheriff,P,male,<= 90K,
Firefighter,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Painter,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Museum Guard,P,male,<= 90K,
Special Nurse,P,male,<= 90K,
School Crossing Guard,P,female,<= 90K,
Transit Car Cleaner,P,female,<= 90K,
Clerk,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Clerk,P,male,<= 90K,
Porter,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
HSA Sr Eligibility Worker,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Patient Care Assistant,P,female,<= 90K,
Behavioral Health Clinician,P,female,<= 90K,
Firefighter,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Hospital Eligibility Worker,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Museum Guard,P,male,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Senior Administrative Analyst,P,female,<= 90K,
StdntDsgn Train2/Arch/Eng/Plng,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Deputy Court Clerk II,P,female,<= 90K,
School Crossing Guard,P,female,<= 90K,
Police Officer 3,P,male,<= 90K,
Special Nurse,P,male,<= 90K,
Transit Operator,P,female,<= 90K,
Transit Operator,P,male,<= 90K,
Public SafetyComm Disp,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Food Service Worker,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Clerk,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Public Svc Aide-Public Works,P,female,<= 90K,
Special Nurse,P,male,<= 90K,
Publ Svc Aide-Asst to Prof,P,female,<= 90K,
Public Service Trainee,P,male,<= 90K,
Registered Nurse,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Senior Human Resources Analyst,P,female,<= 90K,
Licensed Vocational Nurse,P,male,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,<= 90K,
Transit Operator,P,male,<= 90K,
School Crossing Guard,P,male,<= 90K,
Public Service Trainee,P,male,<= 90K,
Stationary Engineer,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Public Svc Aide-Public Works,P,female,<= 90K,
Police Officer,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Transit Operator,P,female,<= 90K,
PS Aide to Prof,P,male,<= 90K,
Clerk,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
PS Aide to Prof,P,male,<= 90K,
Museum Guard,P,female,<= 90K,
Librarian 1,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Public Service Trainee,P,male,<= 90K,
PS Aide to Prof,P,female,<= 90K,
Transit Operator,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Custodian,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Manager I,P,male,<= 90K,
Transit Operator,P,female,<= 90K,
Manager IV,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
StdntDsgn Train2/Arch/Eng/Plng,P,male,<= 90K,
Deputy Sheriff (SFERS),P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Licensed Vocational Nurse,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
StdntDsgn Train2/Arch/Eng/Plng,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Librarian 1,P,female,<= 90K,
Senior Clerk,P,female,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Museum Guard,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Transit Operator,P,male,<= 90K,
Nursing Assistant,P,female,<= 90K,
StdntDsgn Train2/Arch/Eng/Plng,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Porter,P,male,<= 90K,
Recreation Leader,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
School Crossing Guard,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Public Service Trainee,P,female,<= 90K,
Special Nurse,P,male,<= 90K,
Public Service Trainee,P,male,<= 90K,
Clerk,P,female,<= 90K,
Pool Lifeguard,P,female,<= 90K,
Recreation Leader,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Custodian,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Senior Human Resources Analyst,P,female,<= 90K,
Firefighter,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Porter,P,female,<= 90K,
Recreation Leader,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Transit Operator,P,male,<= 90K,
Deputy Sheriff (SFERS),P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Community Police Services Aide,P,male,<= 90K,
HSA Sr Eligibility Worker,P,male,<= 90K,
Special Nurse,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Gardener,P,male,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Community Police Services Aide,P,male,<= 90K,
StdntDsgn Train2/Arch/Eng/Plng,P,female,<= 90K,
Public Svc Aide-Public Works,P,female,<= 90K,
School Crossing Guard,P,male,<= 90K,
Transit Operator,P,male,<= 90K,
Publ Svc Aide-Asst to Prof,P,male,<= 90K,
Manager II,P,female,<= 90K,
Pool Lifeguard,P,male,<= 90K,
Management Assistant,P,female,<= 90K,
StdntDsgn Train2/Arch/Eng/Plng,P,male,<= 90K,
Recreation Leader,P,male,<= 90K,
Public Svc Aide-Public Works,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Public Service Trainee,P,female,<= 90K,
Special Nurse,P,female,<= 90K,
Community Police Services Aide,P,male,<= 90K,
Community Police Services Aide,P,male,<= 90K,
Sergeant 3,P,female,<= 90K,
Pool Lifeguard,P,female,<= 90K,
Senior Clerk,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
Clerk,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
Public Svc Aide-Public Works,P,male,<= 90K,
Special Nurse,P,female,<= 90K,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,<= 90K,
