Job Title,Status,Gender,Annual Salary Bin,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,0-39,
Public Service Trainee,P,female,0-39,
PS Aide to Prof,P,female,0-39,
Clerk,P,male,0-39,
Senior Clerk,P,female,0-39,
Transit Operator,P,male,0-39,
Publ Svc Aide-Asst to Prof,P,female,0-39,
Special Nurse,P,male,0-39,
Special Nurse,P,female,0-39,
Camp Assistant,P,male,0-39,
Special Nurse,P,female,0-39,
Public Service Trainee,P,male,0-39,
Recreation Leader,P,female,0-39,
General Laborer,P,male,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,0-39,
Behavioral Health Clinician,P,female,0-39,
Recreation Leader,P,female,0-39,
Public Svc Aide-Public Works,P,male,0-39,
Transit Operator,P,female,0-39,
StdntDsgn Train2/Arch/Eng/Plng,P,female,0-39,
Special Nurse,P,female,0-39,
Recreation Leader,P,female,0-39,
Recreation Leader,P,male,0-39,
Deputy Court Clerk II,P,male,0-39,
Public Service Trainee,P,male,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,0-39,
PS Aide to Prof,P,male,0-39,
Pool Lifeguard,P,male,0-39,
Recreation Leader,P,male,0-39,
StdntDsgn Train2/Arch/Eng/Plng,P,female,0-39,
Senior Human Resources Analyst,P,male,0-39,
Special Nurse,P,female,0-39,
Public Service Trainee,P,female,0-39,
Police Officer,P,male,0-39,
Recreation Leader,P,male,0-39,
Attorney (Civil/Criminal),P,female,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,female,0-39,
Public Service Trainee,P,male,0-39,
Public Svc Aide-Public Works,P,male,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,0-39,
Clerk,P,male,0-39,
Recreation Leader,P,male,0-39,
School Crossing Guard,P,male,0-39,
Public Svc Aide-Public Works,P,male,0-39,
Parking Control Officer,P,female,0-39,
Public Service Trainee,P,male,0-39,
Recreation Leader,P,female,0-39,
Public Service Trainee,P,female,0-39,
Public Service Trainee,P,female,0-39,
Special Nurse,P,female,0-39,
Clerk,P,male,0-39,
Recreation Leader,P,male,0-39,
Nurse Practitioner,P,female,0-39,
Recreation Leader,P,male,0-39,
Public Service Trainee,P,male,0-39,
Recreation Leader,P,female,0-39,
Public Service Trainee,P,female,0-39,
Special Nurse,P,male,0-39,
Clerk,P,female,0-39,
Public Service Trainee,P,male,0-39,
Publ Svc Aide-Asst to Prof,P,female,0-39,
Electrician,P,male,0-39,
Recreation Leader,P,male,0-39,
Gardener,P,male,0-39,
School Crossing Guard,P,female,0-39,
Public Service Trainee,P,female,0-39,
Recreation Leader,P,male,0-39,
Museum Guard,P,male,0-39,
Special Nurse,P,male,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,0-39,
Public Service Trainee,P,female,0-39,
Transit Operator,P,male,0-39,
Nurse Practitioner,P,female,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,male,0-39,
Nurse Practitioner,P,male,0-39,
StdntDsgn Train2/Arch/Eng/Plng,P,male,0-39,
Food Service Worker,P,male,0-39,
Transit Operator,P,male,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,male,0-39,
Nurse Practitioner,P,female,0-39,
Special Nurse,P,female,0-39,
General Laborer,P,male,0-39,
Police Officer,P,male,0-39,
Transit Operator,P,male,0-39,
Public Service Trainee,P,female,0-39,
Transit Operator,P,male,0-39,
Nurse Practitioner,P,female,0-39,
Public Service Trainee,P,female,0-39,
Behavioral Health Clinician,P,female,0-39,
StdntDsgn Train2/Arch/Eng/Plng,P,female,0-39,
Librarian 1,P,female,0-39,
Special Nurse,P,male,0-39,
Porter,P,male,0-39,
Stationary Engineer,P,male,0-39,
Special Nurse,P,female,0-39,
Licensed Vocational Nurse,P,female,0-39,
Gardener,P,female,0-39,
Special Nurse,P,female,0-39,
Recreation Leader,P,male,0-39,
Public Svc Aide-Public Works,P,male,0-39,
Recreation Leader,P,male,0-39,
Public Service Trainee,P,male,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,0-39,
Publ Svc Aide-Asst to Prof,P,female,0-39,
Custodian,P,male,0-39,
Special Nurse,P,female,0-39,
Special Nurse,P,female,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,female,0-39,
Recreation Leader,P,male,0-39,
PS Aide to Prof,P,male,0-39,
Librarian 1,P,female,0-39,
Custodian,P,male,0-39,
Pool Lifeguard,P,female,0-39,
Public Service Trainee,P,female,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,0-39,
Licensed Vocational Nurse,P,male,0-39,
Transit Operator,P,female,0-39,
Transit Operator,P,male,0-39,
Special Nurse,P,female,0-39,
Public Service Trainee,P,female,0-39,
Custodian,P,male,0-39,
Custodian,P,male,0-39,
Public Service Trainee,P,female,0-39,
Public Service Trainee,P,male,0-39,
Public Service Trainee,P,female,0-39,
Special Nurse,P,female,0-39,
Special Nurse,P,female,0-39,
Food Service Worker,P,male,0-39,
Pool Lifeguard,P,male,0-39,
Attorney (Civil/Criminal),P,female,0-39,
Custodian,P,female,0-39,
Public Svc Aide-Public Works,P,female,0-39,
Recreation Leader,P,male,0-39,
Camp Assistant,P,female,0-39,
Public Service Trainee,P,female,0-39,
Registered Nurse,P,male,0-39,
Custodian,P,male,0-39,
Public Service Trainee,P,male,0-39,
Public Service Trainee,P,female,0-39,
Public Service Trainee,P,female,0-39,
Public Service Trainee,P,female,0-39,
Senior Clerk,P,female,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,0-39,
School Crossing Guard,P,male,0-39,
Special Nurse,P,male,0-39,
Transit Operator,P,male,0-39,
Public Service Trainee,P,female,0-39,
Transit Operator,P,male,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,female,0-39,
Transit Operator,P,female,0-39,
Transit Operator,P,male,0-39,
Recreation Leader,P,female,0-39,
Public Service Trainee,P,male,0-39,
Public Svc Aide-Public Works,P,male,0-39,
Public Svc Aide-Public Works,P,male,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,female,0-39,
Transit Operator,P,male,0-39,
Special Nurse,P,female,0-39,
PS Aide to Prof,P,female,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,female,0-39,
Transit Operator,P,male,0-39,
Recreation Leader,P,male,0-39,
Transit Operator,P,female,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,female,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,male,0-39,
Parking Control Officer,P,female,0-39,
Public Service Trainee,P,female,0-39,
Junior Clerk,P,female,0-39,
Transit Operator,P,male,0-39,
StdntDsgn Train2/Arch/Eng/Plng,P,female,0-39,
Recreation Leader,P,female,0-39,
Librarian 1,P,male,0-39,
Public Service Trainee,P,male,0-39,
Public Service Trainee,P,male,0-39,
Special Nurse,P,female,0-39,
Manager III,P,female,0-39,
General Laborer,P,male,0-39,
Licensed Vocational Nurse,P,female,0-39,
Pool Lifeguard,P,female,0-39,
Deputy Court Clerk II,P,female,0-39,
Recreation Leader,P,male,0-39,
Public Service Trainee,P,female,0-39,
Special Nurse,P,female,0-39,
PS Aide to Prof,P,female,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,0-39,
Recreation Leader,P,female,0-39,
Recreation Leader,P,male,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,female,0-39,
Recreation Leader,P,female,0-39,
Recreation Leader,P,male,0-39,
School Crossing Guard,P,male,0-39,
Special Nurse,P,male,0-39,
StdntDsgn Train2/Arch/Eng/Plng,P,male,0-39,
Attorney (Civil/Criminal),P,male,40-59,
Clerk,P,male,0-39,
Library Page,P,female,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,female,0-39,
Truck Driver,P,male,0-39,
Custodian,P,female,0-39,
Patient Care Assistant,P,female,0-39,
Registered Nurse,P,female,0-39,
Special Nurse,P,male,0-39,
Manager IV,P,female,0-39,
Public Svc Aide-Public Works,F,male,0-39,
Library Page,P,male,0-39,
Special Nurse,P,male,0-39,
Automotive Service Worker,P,male,0-39,
Library Page,P,female,0-39,
Administrative Analyst,P,female,0-39,
Transit Operator,P,female,0-39,
Automotive Service Worker,P,male,0-39,
PS Aide to Prof,P,male,0-39,
Registered Nurse,P,female,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,female,0-39,
Registered Nurse,P,female,0-39,
Transit Operator,P,male,0-39,
Automotive Service Worker,P,male,0-39,
Special Nurse,P,male,40-59,
Publ Svc Aide-Asst to Prof,P,female,0-39,
EMT/Paramedic/Firefighter,P,male,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,0-39,
Transit Operator,P,male,0-39,
Police Officer,P,male,0-39,
Special Nurse,P,female,0-39,
Library Page,P,male,0-39,
Library Page,P,female,0-39,
Deputy Court Clerk II,P,female,0-39,
Pr Administrative Analyst,P,female,0-39,
Police Officer 3,P,male,40-59,
Transit Operator,P,female,0-39,
Special Nurse,P,male,40-59,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,0-39,
Transit Operator,P,male,0-39,
Pr Administrative Analyst,P,female,0-39,
Special Nurse,P,female,0-39,
Engineer,P,female,0-39,
Special Nurse,P,female,40-59,
Food Service Worker,P,male,0-39,
Public Service Trainee,P,male,0-39,
Nurse Practitioner,P,female,0-39,
Special Nurse,P,female,40-59,
Senior Clerk Typist,P,female,0-39,
Transit Operator,P,male,0-39,
StdntDsgnTrain1 Arch/Eng/Plng,P,male,0-39,
Public Svc Aide-Public Works,P,male,0-39,
Library Page,P,male,0-39,
Library Page,P,female,0-39,
EMT/Paramedic/Firefighter,P,male,0-39,
Health Worker 2,P,male,0-39,
Public Service Trainee,P,male,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,female,0-39,
Manager II,P,female,0-39,
HSA Sr Eligibility Worker,P,male,0-39,
Library Page,P,male,0-39,
Assoc Engineer,P,male,0-39,
Police Officer 3,P,male,0-39,
Special Nurse,P,female,0-39,
StdntDsgn Train2/Arch/Eng/Plng,P,male,0-39,
Parking Control Officer,P,male,0-39,
Library Page,P,male,0-39,
Deputy Court Clerk II,P,male,0-39,
Publ Svc Aide-Asst to Prof,P,male,0-39,
Special Nurse,P,male,0-39,
HSA Social Worker,P,female,0-39,
Special Nurse,P,female,0-39,
Custodian,P,male,0-39,
Special Nurse,P,male,0-39,
Special Nurse,P,male,0-39,
Library Page,P,male,0-39,
Library Page,P,female,0-39,
Public Service Trainee,P,male,0-39,
Library Page,P,male,0-39,
Clerk,P,male,0-39,
Patient Care Assistant,P,female,0-39,
Nurse Practitioner,P,female,40-59,
Special Nurse,P,female,0-39,
Special Nurse,P,female,0-39,
Special Nurse,P,female,0-39,
Medical Evaluations Assistant,P,female,0-39,
Public Service Trainee,P,male,0-39,
Special Nurse,P,male,0-39,
Library Page,P,male,0-39,
Transit Operator,P,male,0-39,
Food Service Worker,P,male,0-39,
Transit Operator,P,female,0-39,
Parking Control Officer,P,female,0-39,
Special Nurse,P,female,40-59,
Special Nurse,P,female,0-39,
Patient Care Assistant,P,female,0-39,
PS Aide to Prof,P,male,0-39,
Library Page,P,male,0-39,
HSA Sr Eligibility Worker,P,male,0-39,
Junior Administrative Analyst,P,male,0-39,
Library Page,P,male,0-39,
Transit Car Cleaner,P,male,0-39,
Library Page,P,female,0-39,
Special Nurse,P,male,40-59,
Library Page,P,female,0-39,
Librarian 1,P,female,0-39,
Library Page,P,female,0-39,
Police Officer,P,male,0-39,
Library Page,P,female,0-39,
PS Aide to Prof,P,male,0-39,
Transit Operator,P,male,0-39,
Registered Nurse,P,female,0-39,
Manager III,P,male,0-39,
Automotive Service Worker,P,male,0-39,
General Laborer,P,male,0-39,
Clerk,P,male,0-39,
Library Page,P,male,0-39,
Library Page,P,female,0-39,
Food Service Worker,P,female,0-39,
Food Service Worker,P,male,0-39,
Library Page,P,male,0-39,
Public Svc Aide-Public Works,F,female,0-39,
Public Service Trainee,P,male,0-39,
Public Service Trainee,P,male,0-39,
Transit Operator,P,male,0-39,
Transit Car Cleaner,P,male,0-39,
General Laborer,P,male,0-39,
Library Page,P,female,0-39,
Public Service Trainee,P,female,0-39,
Transit Operator,P,male,0-39,
HSA Sr Eligibility Worker,P,female,0-39,
Manager II,P,female,0-39,
Stationary Engineer,P,male,40-59,
Special Nurse,P,male,0-39,
Library Page,P,female,0-39,
Parking Control Officer,P,female,0-39,
Transit Operator,P,male,0-39,
Public Service Trainee,P,male,0-39,
Transit Operator,P,male,0-39,
Police Officer 3,P,male,40-59,
Stationary Engineer,P,male,40-59,
Special Nurse,P,female,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,male,0-39,
Public Service Trainee,P,male,0-39,
Transit Operator,P,male,0-39,
Patient Care Assistant,P,male,0-39,
Clerk,P,female,0-39,
EMT/Paramedic/Firefighter,P,male,0-39,
General Laborer,P,male,0-39,
Transit Operator,P,female,0-39,
Registered Nurse,P,female,0-39,
Community Police Services Aide,P,female,0-39,
Administrative Analyst,P,female,40-59,
Deputy Court Clerk II,P,female,0-39,
Senior Account Clerk,P,female,0-39,
Special Nurse,P,female,0-39,
IS Engineer-Senior,P,female,0-39,
Special Nurse,P,female,0-39,
Public Service Trainee,P,male,0-39,
Public Svc Aide-Public Works,P,male,0-39,
Medical Evaluations Assistant,P,male,0-39,
Special Nurse,P,female,40-59,
Special Nurse,P,female,0-39,
Medical Evaluations Assistant,P,female,0-39,
Medical Evaluations Assistant,P,female,0-39,
Special Nurse,P,male,0-39,
Police Officer,P,male,0-39,
Porter,P,male,0-39,
Library Page,P,female,0-39,
Special Nurse,P,female,0-39,
Library Page,P,female,0-39,
Transit Operator,P,male,0-39,
Nursing Assistant,P,female,0-39,
Clerk,P,female,0-39,
Library Page,P,male,0-39,
Clerk,P,female,0-39,
Special Nurse,P,female,0-39,
Custodian,P,male,0-39,
Firefighter,P,male,0-39,
Junior Clerk,P,male,0-39,
Special Nurse,P,female,0-39,
Behavioral Health Clinician,P,female,0-39,
Special Nurse,P,male,40-59,
Custodian,P,female,0-39,
General Laborer,P,male,0-39,
Patient Care Assistant,P,male,0-39,
Automotive Service Worker,P,male,0-39,
Transit Operator,P,male,0-39,
Library Page,P,male,0-39,
Transit Operator,P,female,0-39,
Junior Clerk,P,male,0-39,
Special Nurse,P,female,0-39,
Library Page,P,male,0-39,
Medical Evaluations Assistant,P,female,0-39,
Public Service Trainee,P,female,0-39,
Public Service Trainee,P,male,0-39,
EMT/Paramedic/Firefighter,P,female,0-39,
Special Nurse,P,male,0-39,
Police Officer 2,P,male,0-39,
Special Nurse,P,female,0-39,
Custodian,P,male,0-39,
Special Nurse,P,male,0-39,
Public Service Trainee,P,female,0-39,
Special Nurse,P,male,0-39,
Clerk,P,female,0-39,
Police Officer,P,male,0-39,
Parking Control Officer,P,male,0-39,
Junior Administrative Analyst,P,male,0-39,
Public Svc Aide-Public Works,P,male,0-39,
Senior Administrative Analyst,P,male,0-39,
StdntDsgn Train2/Arch/Eng/Plng,P,female,0-39,
Police Officer 3,P,male,0-39,
PS Aide to Prof,P,male,0-39,
StdntDsgn Train2/Arch/Eng/Plng,P,male,0-39,
Librarian 1,P,male,0-39,
Transit Operator,P,male,0-39,
Licensed Vocational Nurse,P,male,0-39,
Custodian,P,male,0-39,
Pr Administrative Analyst,P,male,0-39,
Patient Care Assistant,P,male,0-39,
Library Page,P,female,0-39,
Senior Administrative Analyst,P,female,0-39,
Special Nurse,P,female,0-39,
Special Nurse,P,female,0-39,
Special Nurse,P,female,0-39,
Special Nurse,P,female,0-39,
Food Service Worker,P,male,0-39,
Public Svc Aide-Public Works,P,male,0-39,
Transit Operator,P,male,0-39,
Public Service Trainee,P,male,0-39,
Public Service Trainee,P,female,0-39,
Food Service Worker,P,female,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,male,0-39,
PS Aide to Prof,P,female,0-39,
Registered Nurse,P,female,0-39,
Administrative Analyst,P,male,0-39,
EMT/Paramedic/Firefighter,P,male,0-39,
Special Nurse,P,female,0-39,
Public Service Trainee,P,female,0-39,
General Laborer,P,male,0-39,
Special Nurse,P,female,0-39,
Public Service Trainee,P,female,0-39,
Special Nurse,P,female,0-39,
Senior Clerk,P,female,0-39,
Automotive Service Worker,P,male,0-39,
Custodian,P,male,0-39,
General Laborer,P,male,0-39,
Police Officer 2,P,male,0-39,
Painter,P,male,0-39,
Senior Physician Specialist,P,female,0-39,
Transit Operator,P,male,0-39,
Special Nurse,P,female,0-39,
Parking Control Officer,P,female,0-39,
EMT/Paramedic/Firefighter,P,female,0-39,
Transit Operator,P,male,0-39,
Custodian,P,female,0-39,
Library Page,P,male,0-39,
Custodian,P,female,0-39,
Public Service Trainee,P,male,0-39,
Public Service Trainee,P,male,0-39,
Transit Operator,P,male,0-39,
Manager III,P,female,0-39,
Community Police Services Aide,P,male,0-39,
HSA Sr Eligibility Worker,P,male,0-39,
Museum Guard,P,male,0-39,
Special Nurse,P,female,0-39,
Library Page,P,male,0-39,
Special Nurse,P,male,0-39,
Transit Operator,P,male,0-39,
Attorney (Civil/Criminal),P,female,0-39,
Special Nurse,P,female,0-39,
Automotive Service Worker,P,male,0-39,
Senior Clerk,P,female,0-39,
General Laborer,P,male,0-39,
Library Page,P,male,0-39,
Registered Nurse,P,female,0-39,
Transit Operator,P,male,0-39,
Food Service Worker,P,male,0-39,
Administrative Analyst,P,female,0-39,
Firefighter,P,male,0-39,
Assoc Engineer,P,female,0-39,
Library Page,P,male,0-39,
Attorney (Civil/Criminal),P,female,0-39,
Library Page,P,female,0-39,
Special Nurse,P,female,0-39,
Special Nurse,P,male,0-39,
Special Nurse,P,female,0-39,
Library Page,P,female,0-39,
Public Service Trainee,P,male,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,female,0-39,
Recreation Leader,P,male,0-39,
Public Service Trainee,P,male,0-39,
Transit Operator,P,male,0-39,
Custodian,P,male,0-39,
Transit Operator,P,male,0-39,
Medical Evaluations Assistant,P,female,0-39,
Public SafetyComm Disp,P,female,0-39,
Parking Control Officer,P,male,0-39,
Special Nurse,P,female,0-39,
Patient Care Assistant,P,female,0-39,
Patient Care Assistant,P,female,0-39,
Electronic Maintenance Tech,P,male,0-39,
Public Svc Aide-Public Works,F,male,0-39,
Special Nurse,P,female,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,male,0-39,
Public Service Trainee,P,male,0-39,
Custodian,P,female,0-39,
Lieutenant 3,P,male,0-39,
Transit Operator,P,male,0-39,
Public Service Trainee,P,female,0-39,
Community Police Services Aide,P,male,0-39,
Manager II,P,female,0-39,
Library Page,P,female,0-39,
Truck Driver,P,male,0-39,
Parking Control Officer,P,female,0-39,
Transit Operator,P,male,0-39,
Junior Clerk,P,female,0-39,
Special Nurse,P,male,40-59,
Library Page,P,male,0-39,
Library Page,P,female,0-39,
Junior Administrative Analyst,P,male,0-39,
Pr Administrative Analyst,P,female,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,female,0-39,
Health Worker 3,P,male,0-39,
Special Nurse,P,female,0-39,
Library Page,P,male,0-39,
HSA Sr Eligibility Worker,P,male,0-39,
Senior Account Clerk,P,female,0-39,
Transit Operator,P,female,0-39,
Senior Account Clerk,P,female,0-39,
Special Nurse,P,male,0-39,
Library Page,P,female,0-39,
Custodian,P,male,0-39,
Police Officer 3,P,male,0-39,
Police Officer 3,P,male,0-39,
HSA Sr Eligibility Worker,P,female,0-39,
Electrical Transit System Mech,P,male,0-39,
Library Page,P,male,0-39,
Assistant Engineer,P,female,0-39,
Transit Operator,P,male,0-39,
Library Page,P,female,0-39,
Public Service Trainee,P,female,0-39,
Porter,P,male,0-39,
Special Nurse,P,male,0-39,
Senior Clerk,P,male,0-39,
Special Nurse,P,male,0-39,
Library Page,P,female,0-39,
Public Service Trainee,P,female,0-39,
Manager III,P,female,0-39,
Special Nurse,P,male,0-39,
Library Page,P,female,0-39,
Library Page,P,female,0-39,
Special Nurse,P,male,0-39,
Special Nurse,P,female,0-39,
Special Nurse,P,female,0-39,
Registered Nurse,P,female,0-39,
Special Nurse,P,male,0-39,
Patient Care Assistant,P,male,0-39,
Medical Evaluations Assistant,P,female,0-39,
Public Svc Aide-Public Works,P,male,0-39,
Public Service Trainee,P,male,0-39,
Registered Nurse,P,female,0-39,
Senior Human Resources Analyst,P,female,0-39,
Publ Svc Aide-Asst to Prof,P,female,0-39,
Public Service Trainee,P,male,0-39,
Public Service Trainee,P,female,0-39,
Special Nurse,P,female,0-39,
Transit Operator,P,female,0-39,
Senior Administrative Analyst,P,male,0-39,
Deputy Sheriff,P,male,0-39,
Custodian,P,male,0-39,
Publ Svc Aide-Asst to Prof,P,male,0-39,
Porter,P,female,0-39,
Clerk,P,female,0-39,
Clerk,P,female,0-39,
General Laborer,P,male,0-39,
Parking Control Officer,P,female,0-39,
Library Page,P,male,0-39,
Library Page,P,male,0-39,
Library Page,P,male,0-39,
Manager IV,P,female,0-39,
Police Officer 3,P,male,40-59,
Museum Guard,P,male,0-39,
Transit Operator,P,male,0-39,
Special Nurse,P,female,40-59,
Registered Nurse,P,female,0-39,
Registered Nurse,P,female,0-39,
Library Page,P,male,0-39,
Special Nurse,P,female,40-59,
Health Worker 3,P,female,0-39,
Library Page,P,male,0-39,
Patient Care Assistant,P,female,0-39,
Patient Care Assistant,P,female,0-39,
Food Service Worker,P,male,0-39,
Behavioral Health Clinician,P,male,0-39,
Registered Nurse,P,female,0-39,
Special Nurse,P,female,40-59,
Automotive Service Worker,P,male,0-39,
Library Page,P,male,0-39,
Junior Administrative Analyst,P,male,0-39,
Transit Operator,P,female,0-39,
Special Nurse,P,female,40-59,
Transit Operator,P,female,0-39,
Special Nurse,P,female,40-59,
Police Officer 3,P,male,40-59,
Library Page,P,female,0-39,
Library Page,P,female,0-39,
PS Aide to Prof,P,male,0-39,
Health Worker 2,P,female,0-39,
General Laborer,P,male,0-39,
Special Nurse,P,male,40-59,
Special Nurse,P,female,40-59,
